product_id,current_sku,current_description
72,RFA-AFR-072,「非洲木雕人物像」為雕刻作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
71,RFA-AFR-071,「非洲木雕-母子像」為雕刻作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
81,RFA-AFR-081,「非洲木雕祭典用-預言鳥」為雕刻作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
9,RFA-FUR-009,「非洲部落藝術-動物造型青蛙椅」為家具藏品，兼具器物造型與空間陳設價值。適合作為居家或收藏空間的特色家具／物件；實際尺寸、材質、承重狀況與品況請以商品標示、照片及實物為準。
87,RFA-AFR-087,「非洲部落貨幣Currency」為非洲部落貨幣類收藏。適合作為部落貨幣或文化物件專題收藏與展示；實際材質、尺寸、年代、來源與品況請以商品照片及實物為準。
86,RFA-AFR-086,「非洲銅貨幣Currency」為非洲部落貨幣類收藏。適合作為部落貨幣、金工器物或文化物件專題收藏；實際材質、尺寸、年代、來源與品況請以商品照片及實物為準。
85,RFA-AFR-085,「非洲銅貨幣Currency(可單一售)」為非洲部落貨幣類收藏，現有資料註記可單一販售。適合作為部落貨幣、金工器物或文化物件專題收藏；實際材質、尺寸、年代、來源與單件販售方式請以商品標示及實物為準。
70,RFA-AFR-070,「非洲鐵雕藝術人物像」為雕刻作品，屬非洲部落藝術相關收藏。作品著重其人物、動物或祭儀器物的造型語彙，適合部落藝術收藏與空間陳設；實際材質、尺寸與品況請以商品照片及實物為準。
78,RFA-AFR-078,「預言鳥戒指」為非洲部落藝術相關戒指佩飾，以「預言鳥」造型為現有商品題材標示。適合作為佩飾或部落金工收藏；實際材質、尺寸、可佩戴性、年代、來源與品況請以商品照片及實物為準。
59,RFA-HIM-059,「馬頭明王普巴杵護符-噶陀寺」為藏傳法器藏品，屬藏傳喜馬拉雅藝術相關收藏。器物保留宗教藝術與傳統工藝的造型特色，適合專題收藏或空間陳設；實際年代、材質、尺寸與品況請以商品標示、照片及實物為準。
120,RFA-LIF-120,「骷顱頭手念珠」為手持念珠類器物，現有系列資料標示為「念珠」。適合作為念珠、佩持器物或造型收藏；實際材質、尺寸、使用方式、年代與品況請以商品照片及實物為準。
16,RFA-FUR-016,「鱷魚紋飾非洲椅」為家具藏品，兼具器物造型與空間陳設價值。適合作為居家或收藏空間的特色家具／物件；實際尺寸、材質、承重狀況與品況請以商品標示、照片及實物為準。
43,RFA-STU-043,「鹿角雕豼貅」為雕刻作品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
24,RFA-STU-024,「麒麟鹿角雕物」為鹿角雕刻類收藏，現有系列資料標示為「文房寵-茶寵」。適合作為文房、茶席陳設或雕刻小品收藏；實際材質、尺寸、年代、來源與品況請以商品照片及實物為準。
39,RFA-STU-039,「黃楊木雙獅小物/印(一對)」為文房收藏小品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
41,RFA-STU-041,「黃銅蛙」為文房收藏小品，屬文房百寶與收藏雜項。其造型與材質特色適合文房陳設、案頭賞玩或專題收藏；實際年代、材質、尺寸與品況請以商品照片及實物為準。
2,RFA-FUR-002,「中國19世紀清朝精緻漆木珍珠母貝桌架」為桌架類家具藏品。依現有商品名稱標示，其年代為19世紀清朝，並以漆木與珍珠母貝裝飾為主要特色。適合作為空間陳設、家具工藝欣賞或專題收藏；實際年代、材質、尺寸、修復狀況與品況請以商品照片、實物及相關文件為準。
